#timestamp x y z qx qy qz qw
1720787548.933395 -8.294104 -3.986660 0.000000 0.000000 0.000000 0.586782 0.809745
1720787548.976755 -8.294104 -3.986660 0.000000 0.000000 0.000000 0.586782 0.809745
1720787549.011922 -8.294104 -3.986660 0.000000 0.000000 0.000000 0.586782 0.809745
1720787549.055421 -8.294104 -3.986660 0.000000 0.000000 0.000000 0.586782 0.809745
1720787549.090737 -8.294104 -3.986660 0.000000 0.000000 0.000000 0.586782 0.809745
1720787549.134057 -8.294104 -3.986660 0.000000 0.000000 0.000000 0.586782 0.809745
1720787549.169550 -8.294104 -3.986660 0.000000 0.000000 0.000000 0.586782 0.809745
1720787549.212676 -8.294104 -3.986660 0.000000 0.000000 0.000000 0.586782 0.809745
1720787549.248189 -8.294104 -3.986660 0.000000 0.000000 0.000000 0.586782 0.809745
1720787549.291444 -8.294104 -3.986660 0.000000 0.000000 0.000000 0.586782 0.809745
1720787549.327107 -8.294104 -3.986660 0.000000 0.000000 0.000000 0.586782 0.809745
1720787549.370019 -8.294098 -3.986643 0.000000 0.000000 0.000000 0.586819 0.809718
1720787549.405890 -8.294104 -3.986660 0.000000 0.000000 0.000000 0.586888 0.809668
1720787549.448986 -8.294138 -3.986765 0.000000 0.000000 0.000000 0.587005 0.809583
1720787549.484556 -8.294209 -3.986984 0.000000 0.000000 0.000000 0.587242 0.809411
1720787549.527812 -8.294332 -3.987358 0.000000 0.000000 0.000000 0.587784 0.809018
1720787549.563216 -8.294492 -3.987851 0.000000 0.000000 0.000000 0.588484 0.808509
1720787549.606295 -8.294762 -3.988688 0.000000 0.000000 0.000000 0.590345 0.807151
1720787549.642027 -8.295081 -3.989691 0.000000 0.000000 0.000000 0.592229 0.805770
1720787549.685097 -8.295578 -3.991269 0.000000 0.000000 0.000000 0.594773 0.803894
1720787549.720646 -8.296081 -3.992904 0.000000 0.000000 0.000000 0.596822 0.802374
1720787549.763714 -8.296745 -3.995107 0.000000 0.000000 0.000000 0.599136 0.800647
1720787549.799578 -8.297330 -3.997078 0.000000 0.000000 0.000000 0.600998 0.799250
1720787549.842443 -8.298026 -3.999470 0.000000 0.000000 0.000000 0.603048 0.797705
1720787549.878085 -8.298589 -4.001441 0.000000 0.000000 0.000000 0.604762 0.796406
1720787549.921192 -8.299256 -4.003819 0.000000 0.000000 0.000000 0.607055 0.794660
1720787549.956904 -8.299796 -4.005782 0.000000 0.000000 0.000000 0.608809 0.793317
1720787550.000189 -8.300417 -4.008085 0.000000 0.000000 0.000000 0.610844 0.791751
1720787550.035620 -8.300991 -4.010253 0.000000 0.000000 0.000000 0.612491 0.790477
1720787550.078732 -8.301765 -4.013232 0.000000 0.000000 0.000000 0.614692 0.788767
1720787550.114207 -8.302409 -4.015768 0.000000 0.000000 0.000000 0.616508 0.787349
1720787550.157624 -8.303381 -4.019670 0.000000 0.000000 0.000000 0.618744 0.785593
1720787550.193010 -8.304300 -4.023454 0.000000 0.000000 0.000000 0.620677 0.784067
1720787550.236228 -8.305553 -4.028736 0.000000 0.000000 0.000000 0.622899 0.782302
1720787550.271725 -8.306704 -4.033675 0.000000 0.000000 0.000000 0.624550 0.780985
1720787550.314988 -8.308241 -4.040448 0.000000 0.000000 0.000000 0.626561 0.779372
1720787550.350434 -8.309610 -4.046619 0.000000 0.000000 0.000000 0.628243 0.778017
1720787550.393660 -8.311398 -4.054829 0.000000 0.000000 0.000000 0.630396 0.776274
1720787550.429118 -8.312890 -4.061871 0.000000 0.000000 0.000000 0.631970 0.774993
1720787550.472332 -8.314729 -4.070751 0.000000 0.000000 0.000000 0.634021 0.773315
1720787550.507887 -8.316257 -4.078305 0.000000 0.000000 0.000000 0.635583 0.772032
1720787550.550584 -8.318042 -4.087383 0.000000 0.000000 0.000000 0.637419 0.770517
1720787550.586400 -8.319511 -4.094996 0.000000 0.000000 0.000000 0.638864 0.769319
1720787550.629734 -8.321247 -4.104188 0.000000 0.000000 0.000000 0.640554 0.767913
1720787550.665238 -8.322626 -4.111698 0.000000 0.000000 0.000000 0.641745 0.766918
1720787550.708320 -8.324273 -4.120812 0.000000 0.000000 0.000000 0.643018 0.765851
1720787550.744006 -8.325605 -4.128307 0.000000 0.000000 0.000000 0.643767 0.765221
1720787550.787175 -8.327178 -4.137317 0.000000 0.000000 0.000000 0.644814 0.764340
1720787550.822518 -8.328449 -4.144693 0.000000 0.000000 0.000000 0.645735 0.763561
1720787550.865662 -8.329981 -4.153728 0.000000 0.000000 0.000000 0.646879 0.762592
1720787550.901225 -8.331219 -4.161163 0.000000 0.000000 0.000000 0.647764 0.761841
1720787550.944553 -8.332723 -4.170330 0.000000 0.000000 0.000000 0.648829 0.760934
1720787550.979975 -8.333992 -4.178216 0.000000 0.000000 0.000000 0.649567 0.760304
1720787551.023089 -8.335541 -4.187963 0.000000 0.000000 0.000000 0.650301 0.759677
1720787551.058400 -8.336831 -4.196173 0.000000 0.000000 0.000000 0.650718 0.759320
1720787551.101717 -8.338453 -4.206574 0.000000 0.000000 0.000000 0.650669 0.759361
1720787551.137557 -8.339822 -4.215376 0.000000 0.000000 0.000000 0.650646 0.759381
1720787551.180510 -8.341462 -4.225931 0.000000 0.000000 0.000000 0.650208 0.759756
1720787551.216114 -8.342831 -4.234673 0.000000 0.000000 0.000000 0.649177 0.760637
1720787551.259370 -8.344473 -4.245024 0.000000 0.000000 0.000000 0.647918 0.761710
1720787551.294999 -8.345811 -4.253298 0.000000 0.000000 0.000000 0.646243 0.763131
1720787551.338027 -8.347445 -4.263103 0.000000 0.000000 0.000000 0.643914 0.765098
1720787551.373789 -8.348745 -4.270700 0.000000 0.000000 0.000000 0.641954 0.766743
1720787551.416856 -8.350265 -4.279309 0.000000 0.000000 0.000000 0.639132 0.769097
1720787551.452430 -8.351487 -4.285954 0.000000 0.000000 0.000000 0.636325 0.771421
1720787551.495527 -8.352929 -4.293475 0.000000 0.000000 0.000000 0.632347 0.774685
1720787551.531243 -8.354118 -4.299443 0.000000 0.000000 0.000000 0.628834 0.777540
1720787551.574411 -8.355491 -4.305952 0.000000 0.000000 0.000000 0.624646 0.780908
1720787551.610228 -8.356591 -4.310939 0.000000 0.000000 0.000000 0.621300 0.783573
1720787551.653175 -8.357848 -4.316387 0.000000 0.000000 0.000000 0.616679 0.787215
1720787551.688683 -8.358786 -4.320237 0.000000 0.000000 0.000000 0.612552 0.790430
1720787551.731977 -8.359807 -4.324270 0.000000 0.000000 0.000000 0.607142 0.794594
1720787551.767722 -8.360513 -4.326930 0.000000 0.000000 0.000000 0.602551 0.798081
1720787551.810611 -8.361273 -4.329628 0.000000 0.000000 0.000000 0.597081 0.802181
1720787551.846391 -8.361830 -4.331532 0.000000 0.000000 0.000000 0.592877 0.805293
1720787551.889602 -8.362386 -4.333360 0.000000 0.000000 0.000000 0.588511 0.808489
1720787551.925223 -8.362756 -4.334522 0.000000 0.000000 0.000000 0.585226 0.810870
1720787551.968232 -8.362979 -4.335208 0.000000 0.000000 0.000000 0.581201 0.813760
1720787552.003634 -8.362928 -4.335060 0.000000 0.000000 0.000000 0.577654 0.816282
1720787552.047061 -8.362697 -4.334400 0.000000 0.000000 0.000000 0.573252 0.819379
1720787552.082389 -8.362350 -4.333435 0.000000 0.000000 0.000000 0.569707 0.821848
1720787552.125781 -8.361732 -4.331776 0.000000 0.000000 0.000000 0.565154 0.824985
1720787552.160874 -8.361156 -4.330273 0.000000 0.000000 0.000000 0.561482 0.827489
1720787552.204523 -8.360434 -4.328429 0.000000 0.000000 0.000000 0.556862 0.830605
1720787552.239759 -8.359800 -4.326871 0.000000 0.000000 0.000000 0.552961 0.833207
1720787552.283355 -8.358968 -4.324879 0.000000 0.000000 0.000000 0.548133 0.836391
1720787552.318242 -8.358307 -4.323340 0.000000 0.000000 0.000000 0.544281 0.838903
1720787552.362036 -8.357368 -4.321229 0.000000 0.000000 0.000000 0.539284 0.842124
1720787552.397024 -8.356577 -4.319488 0.000000 0.000000 0.000000 0.535320 0.844649
1720787552.440789 -8.355524 -4.317236 0.000000 0.000000 0.000000 0.530378 0.847762
1720787552.475595 -8.354655 -4.315432 0.000000 0.000000 0.000000 0.526465 0.850197
1720787552.519468 -8.353524 -4.313140 0.000000 0.000000 0.000000 0.521628 0.853173
1720787552.554367 -8.352598 -4.311310 0.000000 0.000000 0.000000 0.517890 0.855447
1720787552.598143 -8.351413 -4.309028 0.000000 0.000000 0.000000 0.513280 0.858221
1720787552.632989 -8.350437 -4.307192 0.000000 0.000000 0.000000 0.509536 0.860449
1720787552.676847 -8.349183 -4.304880 0.000000 0.000000 0.000000 0.504754 0.863263
1720787552.711449 -8.348142 -4.303011 0.000000 0.000000 0.000000 0.500975 0.865462
1720787552.755529 -8.346741 -4.300551 0.000000 0.000000 0.000000 0.496398 0.868095
1720787552.790287 -8.345566 -4.298534 0.000000 0.000000 0.000000 0.493665 0.869652
1720787552.834379 -8.344012 -4.295918 0.000000 0.000000 0.000000 0.490648 0.871358
1720787552.869292 -8.342852 -4.293990 0.000000 0.000000 0.000000 0.488795 0.872399
1720787552.912877 -8.341397 -4.291598 0.000000 0.000000 0.000000 0.487776 0.872969
1720787552.947932 -8.340262 -4.289747 0.000000 0.000000 0.000000 0.487456 0.873147
1720787552.991718 -8.338948 -4.287610 0.000000 0.000000 0.000000 0.487749 0.872984
1720787553.026809 -8.337928 -4.285951 0.000000 0.000000 0.000000 0.488277 0.872689
1720787553.070349 -8.336730 -4.283999 0.000000 0.000000 0.000000 0.488678 0.872464
1720787553.105609 -8.335772 -4.282437 0.000000 0.000000 0.000000 0.489088 0.872235
1720787553.148823 -8.334576 -4.280480 0.000000 0.000000 0.000000 0.489955 0.871748
1720787553.184407 -8.333577 -4.278841 0.000000 0.000000 0.000000 0.490613 0.871377
1720787553.227553 -8.332351 -4.276823 0.000000 0.000000 0.000000 0.491301 0.870990
1720787553.306138 -8.330100 -4.273096 0.000000 0.000000 0.000000 0.492978 0.870042
1720787553.342355 -8.329064 -4.271371 0.000000 0.000000 0.000000 0.493968 0.869480
1720787553.384818 -8.327811 -4.269273 0.000000 0.000000 0.000000 0.494882 0.868960
1720787553.420990 -8.326776 -4.267530 0.000000 0.000000 0.000000 0.495739 0.868471
1720787553.463464 -8.325577 -4.265503 0.000000 0.000000 0.000000 0.496928 0.867792
1720787553.500290 -8.324518 -4.263702 0.000000 0.000000 0.000000 0.497811 0.867286
1720787553.542260 -8.323352 -4.261709 0.000000 0.000000 0.000000 0.498752 0.866745
1720787553.578656 -8.322621 -4.260456 0.000000 0.000000 0.000000 0.499811 0.866135
1720787553.621006 -8.322075 -4.259511 0.000000 0.000000 0.000000 0.500977 0.865461
1720787553.657826 -8.321762 -4.258968 0.000000 0.000000 0.000000 0.501842 0.864959
1720787553.699401 -8.321532 -4.258567 0.000000 0.000000 0.000000 0.501863 0.864947
1720787553.736342 -8.321437 -4.258401 0.000000 0.000000 0.000000 0.501435 0.865195
1720787553.778093 -8.321437 -4.258401 0.000000 0.000000 0.000000 0.501347 0.865247
1720787553.815228 -8.321407 -4.258348 0.000000 0.000000 0.000000 0.501429 0.865199
1720787553.856820 -8.321380 -4.258302 0.000000 0.000000 0.000000 0.501192 0.865336
1720787553.894014 -8.321380 -4.258302 0.000000 0.000000 0.000000 0.501198 0.865332
1720787553.935526 -8.321380 -4.258302 0.000000 0.000000 0.000000 0.501470 0.865175
1720787553.972751 -8.321380 -4.258302 0.000000 0.000000 0.000000 0.501585 0.865109
1720787554.014141 -8.321380 -4.258302 0.000000 0.000000 0.000000 0.501431 0.865198
1720787554.051337 -8.321380 -4.258302 0.000000 0.000000 0.000000 0.501455 0.865184
1720787554.091948 -8.321380 -4.258302 0.000000 0.000000 0.000000 0.501455 0.865184
1720787554.129993 -8.321383 -4.258308 0.000000 0.000000 0.000000 0.501441 0.865192
1720787554.171659 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787554.208526 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787554.250406 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787554.287262 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787554.329070 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787554.365726 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787554.444303 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787554.486723 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787554.523221 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787554.565379 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787554.602095 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787554.643986 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787554.680884 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787554.722663 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787554.759812 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787554.801346 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787554.838466 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787554.880385 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787554.917527 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787554.958963 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787554.996428 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.037832 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.075306 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.116386 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.154030 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.195218 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.233182 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.273797 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.311912 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.352520 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.390734 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.431347 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.469909 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.510070 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.548670 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.588710 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.627626 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.667175 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.706414 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.746034 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.785131 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.824841 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.863824 -8.321389 -4.258318 0.000000 0.000000 0.000000 0.501418 0.865205
1720787555.903420 -8.321475 -4.258467 0.000000 0.000000 0.000000 0.501375 0.865230
1720787555.942483 -8.321931 -4.259263 0.000000 0.000000 0.000000 0.501289 0.865280
1720787555.982105 -8.322634 -4.260488 0.000000 0.000000 0.000000 0.501012 0.865440
1720787556.021273 -8.323709 -4.262360 0.000000 0.000000 0.000000 0.500953 0.865474
1720787556.060881 -8.325140 -4.264853 0.000000 0.000000 0.000000 0.501325 0.865259
1720787556.099844 -8.326942 -4.268001 0.000000 0.000000 0.000000 0.502120 0.864798
1720787556.139632 -8.329012 -4.271623 0.000000 0.000000 0.000000 0.502830 0.864385
1720787556.178702 -8.331197 -4.275459 0.000000 0.000000 0.000000 0.503509 0.863990
1720787556.218408 -8.333604 -4.279703 0.000000 0.000000 0.000000 0.504003 0.863702
1720787556.257405 -8.336072 -4.284066 0.000000 0.000000 0.000000 0.504443 0.863445
1720787556.296924 -8.338639 -4.288613 0.000000 0.000000 0.000000 0.504720 0.863283
1720787556.336160 -8.341232 -4.293217 0.000000 0.000000 0.000000 0.505009 0.863114
1720787556.375690 -8.343865 -4.297898 0.000000 0.000000 0.000000 0.505233 0.862983
1720787556.414811 -8.346497 -4.302582 0.000000 0.000000 0.000000 0.505365 0.862905
1720787556.454462 -8.349134 -4.307282 0.000000 0.000000 0.000000 0.505456 0.862852
1720787556.493683 -8.351722 -4.311896 0.000000 0.000000 0.000000 0.505487 0.862834
1720787556.533163 -8.354314 -4.316519 0.000000 0.000000 0.000000 0.505412 0.862878
1720787556.572019 -8.356877 -4.321089 0.000000 0.000000 0.000000 0.505291 0.862949
1720787556.611661 -8.359549 -4.325850 0.000000 0.000000 0.000000 0.505163 0.863024
1720787556.650909 -8.362232 -4.330630 0.000000 0.000000 0.000000 0.505011 0.863113
1720787556.690538 -8.365002 -4.335558 0.000000 0.000000 0.000000 0.504763 0.863258
1720787556.729602 -8.367828 -4.340584 0.000000 0.000000 0.000000 0.504552 0.863381
1720787556.769213 -8.370739 -4.345754 0.000000 0.000000 0.000000 0.504432 0.863451
1720787556.808197 -8.373748 -4.351092 0.000000 0.000000 0.000000 0.504348 0.863500
1720787556.847866 -8.376906 -4.356695 0.000000 0.000000 0.000000 0.504321 0.863516
1720787556.886940 -8.380043 -4.362257 0.000000 0.000000 0.000000 0.504551 0.863382
1720787556.926849 -8.383350 -4.368129 0.000000 0.000000 0.000000 0.504866 0.863198
1720787556.965553 -8.386586 -4.373878 0.000000 0.000000 0.000000 0.505046 0.863092
1720787557.005614 -8.389949 -4.379862 0.000000 0.000000 0.000000 0.505252 0.862972
1720787557.044025 -8.393183 -4.385622 0.000000 0.000000 0.000000 0.505449 0.862857
1720787557.084215 -8.396568 -4.391657 0.000000 0.000000 0.000000 0.505617 0.862758
1720787557.122719 -8.399885 -4.397577 0.000000 0.000000 0.000000 0.505908 0.862587
1720787557.163027 -8.403428 -4.403912 0.000000 0.000000 0.000000 0.506422 0.862286
1720787557.201370 -8.406881 -4.410099 0.000000 0.000000 0.000000 0.507208 0.861824
1720787557.241727 -8.410542 -4.416684 0.000000 0.000000 0.000000 0.508535 0.861042
1720787557.280261 -8.414083 -4.423098 0.000000 0.000000 0.000000 0.509951 0.860203
1720787557.320479 -8.417767 -4.429813 0.000000 0.000000 0.000000 0.511820 0.859092
1720787557.358749 -8.421292 -4.436318 0.000000 0.000000 0.000000 0.514255 0.857637
1720787557.399130 -8.424949 -4.443144 0.000000 0.000000 0.000000 0.516920 0.856034
1720787557.437632 -8.428365 -4.449594 0.000000 0.000000 0.000000 0.519645 0.854383
1720787557.478052 -8.431912 -4.456416 0.000000 0.000000 0.000000 0.523006 0.852329
1720787557.516295 -8.435246 -4.462936 0.000000 0.000000 0.000000 0.526239 0.850337
1720787557.556647 -8.438731 -4.469868 0.000000 0.000000 0.000000 0.529806 0.848119
1720787557.595386 -8.442011 -4.476533 0.000000 0.000000 0.000000 0.533309 0.845921
1720787557.635435 -8.445341 -4.483450 0.000000 0.000000 0.000000 0.537035 0.843560
1720787557.674002 -8.448521 -4.490196 0.000000 0.000000 0.000000 0.540620 0.841267
1720787557.714033 -8.451741 -4.497209 0.000000 0.000000 0.000000 0.544463 0.838785
1720787557.752782 -8.454797 -4.504005 0.000000 0.000000 0.000000 0.548105 0.836409
1720787557.792901 -8.457911 -4.511084 0.000000 0.000000 0.000000 0.551813 0.833968
1720787557.831793 -8.460844 -4.517929 0.000000 0.000000 0.000000 0.555382 0.831595
1720787557.871515 -8.463742 -4.524856 0.000000 0.000000 0.000000 0.558933 0.829213
1720787557.910674 -8.466628 -4.531896 0.000000 0.000000 0.000000 0.562432 0.826844
1720787557.950127 -8.469542 -4.539207 0.000000 0.000000 0.000000 0.565977 0.824421
1720787557.989390 -8.472380 -4.546508 0.000000 0.000000 0.000000 0.569429 0.822041
1720787558.029039 -8.475207 -4.553965 0.000000 0.000000 0.000000 0.572520 0.819891
1720787558.068405 -8.478023 -4.561588 0.000000 0.000000 0.000000 0.575553 0.817764
1720787558.107796 -8.480792 -4.569240 0.000000 0.000000 0.000000 0.578636 0.815586
1720787558.146984 -8.483495 -4.576880 0.000000 0.000000 0.000000 0.581787 0.813341
1720787558.186523 -8.486155 -4.584624 0.000000 0.000000 0.000000 0.584920 0.811091
1720787558.304861 -8.493772 -4.607814 0.000000 0.000000 0.000000 0.592974 0.805222
1720787558.344519 -8.496230 -4.615639 0.000000 0.000000 0.000000 0.595273 0.803523
1720787558.383723 -8.498629 -4.623425 0.000000 0.000000 0.000000 0.597310 0.802011
