1.877593310967472817e+01,1.403948213977543702e+01,8.888291835474450009e-01
1.877802258876906549e+01,1.403762212614750027e+01,8.890945366220928126e-01
1.878010757303615463e+01,1.403576082178011575e+01,8.893606140513438119e-01
1.878218805866924868e+01,1.403389824377288342e+01,8.896274119960920768e-01
1.877553037330967456e+01,1.403894278719962152e+01,8.860621672844042340e-01
1.877761947668090059e+01,1.403708387909104260e+01,8.863285428165799118e-01
1.877970408942612934e+01,1.403522368115931052e+01,8.865956471661058380e-01
1.878178420773404866e+01,1.403336221048057730e+01,8.868634764776039958e-01
1.877512515906350643e+01,1.403840084854758352e+01,8.832981159354140743e-01
1.877721388446577322e+01,1.403654305123543189e+01,8.835655101293948821e-01
1.877929812346415162e+01,1.403468396502110949e+01,8.838336375918610655e-01
1.878137787224274646e+01,1.403282360695722097e+01,8.841024944512623218e-01
1.876842558631751245e+01,1.404341847863135762e+01,8.797362810208821937e-01
1.877052735410015316e+01,1.404156576367945064e+01,8.800024536567779831e-01
1.877262465176270823e+01,1.403971170953802527e+01,8.802693756410278070e-01
1.877140916923070790e+01,1.403430225595629643e+01,8.817302090316907481e-01
1.877349212930973366e+01,1.403245036241888499e+01,8.819979259473333943e-01
1.877557061878563260e+01,1.403059718422619540e+01,8.822663786686433252e-01
1.877033089531298771e+01,1.402095538904457683e+01,8.851559477648032193e-01
1.877238866135409978e+01,1.401911024710869924e+01,8.854243252803830622e-01
1.877444197113853264e+01,1.401726387842392718e+01,8.856934228397459474e-01
1.876513331477707069e+01,1.400343027291788545e+01,8.900057849129772158e-01
1.876715962852921038e+01,1.400159784497321347e+01,8.902739194146153112e-01
1.876918151528266065e+01,1.399976425107394995e+01,8.905427560919718655e-01
1.877119897184525144e+01,1.399792950782244816e+01,8.908122911052923643e-01
1.877321199511773742e+01,1.399609363179650501e+01,8.910825206122969799e-01
1.877522058209354583e+01,1.399425663954887789e+01,8.913534407683301186e-01
1.877722472985848157e+01,1.399241854760678549e+01,8.916250477265070806e-01
1.876801661411767341e+01,1.404286803831137576e+01,8.769751938220885501e-01
1.877011798662413256e+01,1.404101644169297280e+01,8.772423641145632445e-01
1.877221489328693238e+01,1.403916350688697001e+01,8.775102882308203345e-01
1.877100008164785194e+01,1.403375658435186146e+01,8.789792403348296590e-01
1.877308266025353234e+01,1.403190580919063102e+01,8.792479656786422737e-01
1.877516077250855631e+01,1.403005375030203972e+01,8.795174312444620224e-01
1.876992300926445978e+01,1.402041615984316891e+01,8.824236469712560815e-01
1.877198040867299866e+01,1.401857213261984114e+01,8.826930403054812357e-01
1.877403335603908019e+01,1.401672687949981722e+01,8.829631580270759228e-01
1.876472795693720386e+01,1.400289912777844137e+01,8.873006720397225155e-01
1.876675391981396857e+01,1.400106780715650778e+01,8.875698262478954881e-01
1.876877545985388807e+01,1.399923532135542636e+01,8.878396868894238292e-01
1.877079257385948452e+01,1.399740168695461406e+01,8.881102501086304279e-01
1.877280525872609473e+01,1.399556692050899898e+01,8.883815120472785543e-01
1.877481351144158594e+01,1.399373103854854072e+01,8.886534688447205177e-01
1.877681732908607515e+01,1.399189405757773663e+01,8.889261166380458823e-01
1.877881670883165199e+01,1.399005599407513500e+01,8.891994515622302364e-01
1.878081164794208391e+01,1.398821686449286439e+01,8.894734697502812981e-01
1.878280214377251767e+01,1.398637668525615219e+01,8.897481673333860197e-01
1.876760519575828212e+01,1.404231502488690708e+01,8.742171234821973780e-01
1.876970617068224101e+01,1.404046455178139396e+01,8.744852876366934202e-01
1.877180268405950159e+01,1.403861274149513960e+01,8.747542100783326502e-01
1.877058854737355986e+01,1.403320836179084630e+01,8.762312693271252506e-01
1.877267074226693921e+01,1.403135871018631420e+01,8.765009992785277593e-01
1.877474847508260325e+01,1.402950777578697483e+01,8.767714738565428600e-01
1.876951268382290650e+01,1.401987440966113674e+01,8.796943153854747122e-01
1.877156971443365663e+01,1.401803150231495643e+01,8.799647207047920361e-01
1.877362229723648923e+01,1.401618736992860903e+01,8.802358547436976988e-01
1.876432017489158355e+01,1.400236549931433316e+01,8.845984906926948055e-01
1.876634578480728166e+01,1.400053529114666340e+01,8.848686607742344279e-01
1.876836697606807647e+01,1.399870391857929874e+01,8.851395415357967700e-01
1.877038374547117883e+01,1.399687139816862569e+01,8.854111291058809341e-01
1.877239608990648989e+01,1.399503774644661114e+01,8.856834196103919865e-01
1.877440400635629913e+01,1.399320297992032636e+01,8.859564091727896162e-01
1.877640749189503921e+01,1.399136711507144781e+01,8.862300939142363498e-01
1.877840654368896978e+01,1.398953016835578111e+01,8.865044699537479866e-01
1.878040115899591456e+01,1.398769215620278317e+01,8.867795334083398151e-01
1.878239133516495585e+01,1.398585309501508611e+01,8.870552803931743835e-01
1.876508631153849294e+01,1.404360743923970567e+01,8.711936958122208363e-01
1.876390244088040404e+01,1.403819530590234876e+01,8.726786504336805361e-01
1.876599759927103150e+01,1.403635073027111702e+01,8.729471105903838790e-01
1.876808831192597182e+01,1.403450482191643367e+01,8.732163315186390884e-01
1.876290332360765234e+01,1.402484798197290949e+01,8.761581631387024283e-01
1.876497329185817620e+01,1.402300997291021645e+01,8.764273540324105660e-01
1.876703882767877829e+01,1.402117068928070864e+01,8.766972896853586494e-01
1.876179323015090716e+01,1.401155209533441948e+01,8.796351877696311217e-01
1.876383812523495820e+01,1.400972084841869680e+01,8.799050486821126116e-01
1.876587860218397452e+01,1.400788838432623606e+01,8.801756384418255585e-01
1.875323082843424061e+01,1.399056186889964160e+01,8.857720559110938696e-01
1.875523908221271441e+01,1.398874813267110540e+01,8.860409615714679443e-01
1.875724295859554047e+01,1.398693324259435400e+01,8.863105761461227416e-01
1.875924245440153371e+01,1.398511721506385896e+01,8.865808957804652835e-01
1.876123756654129693e+01,1.398330006644995649e+01,8.868519166172947887e-01
1.876322829201691889e+01,1.398148181309835536e+01,8.871236347969516656e-01
1.876521462792172557e+01,1.397966247132966089e+01,8.873960464574655038e-01
1.876719657143998532e+01,1.397784205743889530e+01,8.876691477347031789e-01
1.876917411984662465e+01,1.397602058769502520e+01,8.879429347625158453e-01
1.878197809250179162e+01,1.398532707676059417e+01,8.843653030274460924e-01
1.876467043245676081e+01,1.404304817583302700e+01,8.684407174081267833e-01
1.876348722871848906e+01,1.403763861446586070e+01,8.699337502476032213e-01
1.876558198595339633e+01,1.403579516969919538e+01,8.702031941009902294e-01
1.876767230177910761e+01,1.403395039322314730e+01,8.704734031535567018e-01
1.876248928932470150e+01,1.402429783312545553e+01,8.734318226017356857e-01
1.876455887159417912e+01,1.402246095144822391e+01,8.737020047582009230e-01
1.876662402572271304e+01,1.402062279614061602e+01,8.739729360299743899e-01
1.876138042570812914e+01,1.401100845904347558e+01,8.769274122798724758e-01
1.876342494979856568e+01,1.400917833578653848e+01,8.771982717319259937e-01
1.876546506000434178e+01,1.400734699621306412e+01,8.774698643158964639e-01
1.875282168625830792e+01,1.399002782255464261e+01,8.830984106749435458e-01
1.875482958590149707e+01,1.398821519953706982e+01,8.833683160453799088e-01
1.875683311233541772e+01,1.398640142345211501e+01,8.836389345192167122e-01
1.875883226237359835e+01,1.398458651067123526e+01,8.839102622263677045e-01
1.876082703292120613e+01,1.398277047754181268e+01,8.841822952941041924e-01
1.876281742097479821e+01,1.398095334038668014e+01,8.844550298472039218e-01
1.876480342362201981e+01,1.397913511550363630e+01,8.847284620081007356e-01
1.876678503804134124e+01,1.397731581916496602e+01,8.850025878970323445e-01
1.876876226150177018e+01,1.397549546761697670e+01,8.852774036321886530e-01
1.878156242401014353e+01,1.398479863951011204e+01,8.816782480846891978e-01
1.876425213465839192e+01,1.404248636326051169e+01,8.656907995019165192e-01
1.876306960175879013e+01,1.403707938551464096e+01,8.671918988623501523e-01
1.876516395553993277e+01,1.403523707669521947e+01,8.674623225950228722e-01
1.876725387225851449e+01,1.403339343718536014e+01,8.677335159423157362e-01
1.876207284718374169e+01,1.402374517637164253e+01,8.707085021016383042e-01
1.876414204124725060e+01,1.402190942714791788e+01,8.709796716891242685e-01
1.876620681147878500e+01,1.402007240523482423e+01,8.712515947361716417e-01
1.876096522060388594e+01,1.401046234432268101e+01,8.742226280870831756e-01
1.876300937154813653e+01,1.400863334977694841e+01,8.744944822339464352e-01
1.876504911287796418e+01,1.400680313977915148e+01,8.747670737859645218e-01
1.875241016471906264e+01,1.398949134129272309e+01,8.804277108816538355e-01
1.875441770815803721e+01,1.398767983649279323e+01,8.806986121279768431e-01
1.875642088259372287e+01,1.398586717941026869e+01,8.809702306558004903e-01
1.875841968483434385e+01,1.398405338639349615e+01,8.812425625796440620e-01
1.876041411177964591e+01,1.398223847376682194e+01,8.815156040113494296e-01
1.876240416042061554e+01,1.398042245783010529e+01,8.817893510602310414e-01
1.876438982783922071e+01,1.397860535485825118e+01,8.820637998332254703e-01
1.876637111120811596e+01,1.397678718110072182e+01,8.823389464350401834e-01
1.876834800779037238e+01,1.397496795278107307e+01,8.826147869683020897e-01
1.876055119190338871e+01,1.403835744998346335e+01,8.641824875283647955e-01
1.875542111721579985e+01,1.402868605823947767e+01,8.671763412492908829e-01
1.875750315551053049e+01,1.402685536242104014e+01,8.674461973944262994e-01
1.875958078632116610e+01,1.402502334449871313e+01,8.677168231550103084e-01
1.875438990080617074e+01,1.401538988935274865e+01,8.707068024026403119e-01
1.875644687040910341e+01,1.401356577202166598e+01,8.709773988003559619e-01
1.875849944578949646e+01,1.401174039022144768e+01,8.712487486552789040e-01
1.874993012356460653e+01,1.399861393950888200e+01,8.754683454833886991e-01
1.875195679648516034e+01,1.399680137460547336e+01,8.757389072479588865e-01
1.875397910094591225e+01,1.399498760528260988e+01,8.760102044730082582e-01
1.874532833632293816e+01,1.398191874496507126e+01,8.802228624456857053e-01
1.874732490146122288e+01,1.398011794210073866e+01,8.804933171342349540e-01
1.874931712491574842e+01,1.397831599383510159e+01,8.807644894541308833e-01
1.874795514025863952e+01,1.397301044891639954e+01,8.822656585488805048e-01
1.874993339554860938e+01,1.397121105691932286e+01,8.825375294991599784e-01
1.875190731145843870e+01,1.396941057108227469e+01,8.828101045548164549e-01
1.875387688508759965e+01,1.396760900752818735e+01,8.830833798384079003e-01
1.875584211362540543e+01,1.396580638235482930e+01,8.833573514702481866e-01
1.875780299435074738e+01,1.396400271163433970e+01,8.836320155685544186e-01
1.875975952463179652e+01,1.396219801141276484e+01,8.839073682495949269e-01
1.876171170192571935e+01,1.396039229770959267e+01,8.841834056278352616e-01
1.876365952377840074e+01,1.395858558651730696e+01,8.844601238160838541e-01
1.876012917303453520e+01,1.403779203017204047e+01,8.614458050322745253e-01
1.875500108856895665e+01,1.402812499282628877e+01,8.644561864679399799e-01
1.875708272113718778e+01,1.402629543651844202e+01,8.647270092964997046e-01
1.875915995058291941e+01,1.402446455912951429e+01,8.649986061064540710e-01
1.875397107760812077e+01,1.401483543536580889e+01,8.680051039982430439e-01
1.875602765680272910e+01,1.401301245400552808e+01,8.682766745275196651e-01
